0,1,2,3,4,5,6,7,8,9,10
sausage,whole milk,pastry,whole milk,,,,,,,
soda,napkins,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
sausage,domestic eggs,frozen meals,,,,,,,,
sausage,sausage,frankfurter,sausage,whole milk,other vegetables,hygiene articles,shopping bags,shopping bags,,
whole milk,yogurt,,,,,,,,,
whole milk,hamburger meat,canned beer,fruit/vegetable juice,,,,,,,
chicken,napkins,soda,,,,,,,,
citrus fruit,hamburger meat,,,,,,,,,
beef,curd,,,,,,,,,
sausage,whole milk,,,,,,,,,
soda,pip fruit,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
root vegetables,salt,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
whole milk,hamburger meat,pip fruit,curd,margarine,instant coffee,misc. beverages,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
chicken,chocolate,,,,,,,,,
sausage,whole milk,bottled water,,,,,,,,
sausage,fruit/vegetable juice,whole milk,curd,,,,,,,
pastry,curd,,,,,,,,,
turkey,pip fruit,,,,,,,,,
yogurt,salt,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
ham,pork,pork,soda,,,,,,,
pork,cake bar,,,,,,,,,
berries,whole milk,other vegetables,,,,,,,,
cream cheese ,cream cheese ,,,,,,,,,
detergent,root vegetables,fruit/vegetable juice,brown bread,,,,,,,
roll products ,rice,,,,,,,,,
pastry,syrup,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
UHT-milk,yogurt,pastry,UHT-milk,,,,,,,
butter milk,pip fruit,,,,,,,,,
tea,coffee,,,,,,,,,
ice cream,grapes,,,,,,,,,
pastry,sliced cheese,,,,,,,,,
pork,pip fruit,,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
berries,canned fish,,,,,,,,,
yogurt,mustard,,,,,,,,,
pork,yogurt,,,,,,,,,
frankfurter,UHT-milk,sliced cheese,,,,,,,,
rolls/buns,ham,whole milk,sliced cheese,whole milk,fruit/vegetable juice,pickled vegetables,misc. beverages,,,
chicken,whole milk,white bread,newspapers,,,,,,,
beef,yogurt,,,,,,,,,
cat food,shopping bags,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
brandy,specialty bar,chocolate,,,,,,,,
sausage,rolls/buns,,,,,,,,,
whole milk,margarine,,,,,,,,,
bottled water,beef,,,,,,,,,
berries,butter milk,,,,,,,,,
whole milk,waffles,,,,,,,,,
whole milk,frozen meals,shopping bags,whole milk,,,,,,,
tropical fruit,white bread,,,,,,,,,
coffee,salty snack,,,,,,,,,
frankfurter,dessert,,,,,,,,,
yogurt,tea,,,,,,,,,
softener,yogurt,cling film/bags,,,,,,,,
grapes,soda,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
meat,pasta,baking powder,,,,,,,,
sausage,chicken,bottled beer,whole milk,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
bottled water,curd,,,,,,,,,
canned beer,onions,,,,,,,,,
pork,bottled water,bottled water,,,,,,,,
pip fruit,hamburger meat,butter,yogurt,,,,,,,
specialty bar,margarine,,,,,,,,,
domestic eggs,cream cheese ,,,,,,,,,
whole milk,long life bakery product,margarine,,,,,,,,
meat,tropical fruit,,,,,,,,,
oil,yogurt,,,,,,,,,
yogurt,whole milk,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
bottled water,long life bakery product,rolls/buns,,,,,,,,
tropical fruit,pork,whole milk,salt,,,,,,,
whole milk,napkins,flour,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
liquor,fruit/vegetable juice,,,,,,,,,
butter,condensed milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,newspapers,,,,,,,,,
pasta,shopping bags,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
frankfurter,other vegetables,root vegetables,other vegetables,,,,,,,
beef,pasta,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,brandy,whole milk,canned fish,,,,,,,
frankfurter,whole milk,grapes,butter,semi-finished bread,,,,,,
whole milk,UHT-milk,,,,,,,,,
canned beer,other vegetables,dessert,pastry,,,,,,,
chicken,frozen meals,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
liver loaf,bottled water,bottled water,,,,,,,,
other vegetables,white bread,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,
oil,sparkling wine,,,,,,,,,
tropical fruit,hard cheese,,,,,,,,,
sausage,pastry,,,,,,,,,
bottled water,butter,,,,,,,,,
pork,whole milk,napkins,,,,,,,,
berries,coffee,,,,,,,,,
tropical fruit,curd,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
other vegetables,whole milk,,,,,,,,,
condensed milk,whole milk,,,,,,,,,
ham,dessert,,,,,,,,,
rolls/buns,bottled beer,coffee,pastry,brown bread,brown bread,napkins,napkins,,,
newspapers,whipped/sour cream,,,,,,,,,
berries,newspapers,,,,,,,,,
root vegetables,soda,dessert,,,,,,,,
turkey,sugar,,,,,,,,,
salty snack,other vegetables,shopping bags,,,,,,,,
yogurt,soda,,,,,,,,,
cereals,whole milk,bottled water,,,,,,,,
yogurt,soda,,,,,,,,,
tropical fruit,rum,flour,,,,,,,,
hard cheese,liquor,,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
pork,rolls/buns,other vegetables,,,,,,,,
hamburger meat,sausage,tropical fruit,other vegetables,white bread,bottled water,spread cheese,sugar,,,
whole milk,rolls/buns,tropical fruit,other vegetables,cake bar,rolls/buns,curd,,,,
other vegetables,butter milk,long life bakery product,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
bottled water,shopping bags,waffles,,,,,,,,
UHT-milk,other vegetables,cream cheese ,rolls/buns,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
whole milk,beef,,,,,,,,,
tropical fruit,whole milk,shopping bags,,,,,,,,
root vegetables,coffee,soda,,,,,,,,
whole milk,coffee,soft cheese,,,,,,,,
beef,pastry,specialty chocolate,,,,,,,,
whipped/sour cream,margarine,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
beef,pet care,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
sausage,whole milk,yogurt,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
beverages,red/blush wine,,,,,,,,,
whole milk,pork,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
herbs,seasonal products,pastry,yogurt,,,,,,,
rolls/buns,other vegetables,chewing gum,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
frozen meals,beef,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,brandy,,,,,,,
turkey,white bread,,,,,,,,,
berries,pastry,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
berries,pip fruit,,,,,,,,,
liquor (appetizer),onions,,,,,,,,,
misc. beverages,grapes,instant coffee,,,,,,,,
root vegetables,beverages,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
specialty chocolate,white wine,nuts/prunes,cream cheese ,cake bar,yogurt,frozen vegetables,,,,
soda,whole milk,,,,,,,,,
pip fruit,brandy,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
whipped/sour cream,baking powder,cat food,,,,,,,,
root vegetables,canned beer,,,,,,,,,
citrus fruit,yogurt,coffee,,,,,,,,
curd,whole milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
root vegetables,processed cheese,yogurt,,,,,,,,
yogurt,frozen fish,chocolate,butter,,,,,,,
margarine,cat food,,,,,,,,,
sliced cheese,chocolate,,,,,,,,,
dessert,rice,,,,,,,,,
sausage,processed cheese,,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
ice cream,canned beer,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
other vegetables,beverages,,,,,,,,,
napkins,bags,,,,,,,,,
other vegetables,soda,,,,,,,,,
shopping bags,soda,,,,,,,,,
red/blush wine,pip fruit,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
whole milk,butter,,,,,,,,,
root vegetables,citrus fruit,bottled water,Instant food products,butter milk,mayonnaise,,,,,
bottled water,butter milk,,,,,,,,,
ham,curd,,,,,,,,,
other vegetables,soda,UHT-milk,salty snack,,,,,,,
dog food,sausage,dessert,shopping bags,,,,,,,
yogurt,soda,,,,,,,,,
UHT-milk,pip fruit,specialty chocolate,chewing gum,canned fruit,,,,,,
root vegetables,soft cheese,yogurt,bottled water,,,,,,,
condensed milk,waffles,,,,,,,,,
tropical fruit,butter,dog food,,,,,,,,
grapes,root vegetables,,,,,,,,,
chicken,baking powder,,,,,,,,,
whole milk,curd,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
pork,other vegetables,,,,,,,,,
curd,soda,,,,,,,,,
pip fruit,rolls/buns,whole milk,pastry,,,,,,,
whole milk,white bread,,,,,,,,,
pastry,napkins,,,,,,,,,
fruit/vegetable juice,cat food,zwieback,frozen dessert,,,,,,,
citrus fruit,whole milk,bottled water,roll products ,,,,,,,
liquor (appetizer),hygiene articles,,,,,,,,,
frankfurter,pastry,,,,,,,,,
long life bakery product,salty snack,,,,,,,,,
cream,shopping bags,,,,,,,,,
dessert,napkins,,,,,,,,,
hamburger meat,tropical fruit,cat food,whole milk,artif. sweetener,packaged fruit/vegetables,,,,,
whole milk,root vegetables,,,,,,,,,
pip fruit,skin care,,,,,,,,,
white bread,soda,,,,,,,,,
dessert,dishes,,,,,,,,,
cereals,bottled water,,,,,,,,,
root vegetables,frozen potato products,dental care,,,,,,,,
grapes,berries,brown bread,,,,,,,,
root vegetables,butter milk,,,,,,,,,
brown bread,tropical fruit,,,,,,,,,
pork,canned beer,prosecco,fruit/vegetable juice,,,,,,,
tropical fruit,white bread,rolls/buns,,,,,,,,
beverages,soda,curd,liquor,whole milk,margarine,flour,,,,
rolls/buns,frozen vegetables,hamburger meat,pork,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
chicken,vinegar,,,,,,,,,
pork,brown bread,,,,,,,,,
frankfurter,sausage,,,,,,,,,
pot plants,packaged fruit/vegetables,butter,rolls/buns,,,,,,,
citrus fruit,instant coffee,,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
sausage,napkins,curd,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
rolls/buns,pickled vegetables,chocolate,whole milk,,,,,,,
pastry,pet care,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
whole milk,frozen vegetables,soda,UHT-milk,,,,,,,
bottled beer,pip fruit,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
margarine,bottled water,,,,,,,,,
rolls/buns,rolls/buns,soft cheese,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
pastry,bottled beer,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
beverages,jam,,,,,,,,,
other vegetables,ice cream,pork,salt,,,,,,,
ham,curd,,,,,,,,,
whole milk,whole milk,whole milk,pip fruit,waffles,whole milk,coffee,chocolate,,,
chocolate,yogurt,,,,,,,,,
sausage,canned beer,,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
pork,frozen dessert,,,,,,,,,
whole milk,detergent,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
whole milk,onions,,,,,,,,,
whole milk,root vegetables,curd,yogurt,,,,,,,
pork,processed cheese,,,,,,,,,
soda,oil,,,,,,,,,
yogurt,cookware,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
bottled water,onions,root vegetables,grapes,,,,,,,
tropical fruit,grapes,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
canned beer,cake bar,newspapers,pastry,baking powder,yogurt,,,,,
pork,napkins,,,,,,,,,
ham,chocolate,,,,,,,,,
root vegetables,frankfurter,other vegetables,mayonnaise,,,,,,,
pip fruit,other vegetables,,,,,,,,,
frozen fish,domestic eggs,,,,,,,,,
chewing gum,cream cheese ,waffles,,,,,,,,
sausage,salt,,,,,,,,,
yogurt,pip fruit,misc. beverages,,,,,,,,
whole milk,ice cream,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,other vegetables,butter,,,,,,,,
cocoa drinks,bottled water,sweet spreads,,,,,,,,
meat,other vegetables,,,,,,,,,
other vegetables,vinegar,,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
shopping bags,other vegetables,canned vegetables,,,,,,,,
candles,chewing gum,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
dessert,dog food,newspapers,,,,,,,,
sausage,yogurt,whole milk,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
sausage,pip fruit,,,,,,,,,
whole milk,waffles,chocolate,,,,,,,,
rolls/buns,brown bread,whipped/sour cream,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
tropical fruit,UHT-milk,candy,,,,,,,,
finished products,domestic eggs,margarine,,,,,,,,
chewing gum,spread cheese,,,,,,,,,
curd,yogurt,domestic eggs,,,,,,,,
turkey,onions,,,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
shopping bags,margarine,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frankfurter,whole milk,red/blush wine,rolls/buns,,,,,,,
sausage,rolls/buns,,,,,,,,,
oil,butter,,,,,,,,,
misc. beverages,salt,candy,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
pork,soda,,,,,,,,,
napkins,pastry,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
canned beer,ham,,,,,,,,,
beef,curd,,,,,,,,,
root vegetables,onions,,,,,,,,,
butter milk,sausage,UHT-milk,yogurt,canned beer,,,,,,
other vegetables,other vegetables,soda,dish cleaner,,,,,,,
sausage,chicken,frozen vegetables,whole milk,packaged fruit/vegetables,,,,,,
condensed milk,rolls/buns,organic products,,,,,,,,
rolls/buns,detergent,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
rolls/buns,dishes,,,,,,,,,
root vegetables,mustard,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
instant coffee,shopping bags,,,,,,,,,
pastry,frozen fish,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
citrus fruit,candy,bottled water,rolls/buns,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
dessert,tropical fruit,,,,,,,,,
curd,yogurt,misc. beverages,pickled vegetables,,,,,,,
beverages,soda,,,,,,,,,
dishes,yogurt,,,,,,,,,
other vegetables,waffles,rolls/buns,chocolate,,,,,,,
canned beer,whole milk,soda,,,,,,,,
pastry,baking powder,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
whole milk,newspapers,,,,,,,,,
oil,onions,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
citrus fruit,beef,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
other vegetables,soda,brown bread,whole milk,yogurt,cling film/bags,brown bread,pastry,,,
bottled beer,hamburger meat,,,,,,,,,
whole milk,dessert,dish cleaner,,,,,,,,
curd,brown bread,,,,,,,,,
chocolate,coffee,,,,,,,,,
sausage,root vegetables,,,,,,,,,
beef,UHT-milk,,,,,,,,,
citrus fruit,whole milk,beef,shopping bags,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
citrus fruit,pastry,salt,,,,,,,,
newspapers,whole milk,,,,,,,,,
canned beer,coffee,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
beef,shopping bags,,,,,,,,,
frankfurter,pastry,,,,,,,,,
beef,citrus fruit,,,,,,,,,
sausage,bottled beer,misc. beverages,,,,,,,,
bottled water,whole milk,domestic eggs,domestic eggs,,,,,,,
soda,misc. beverages,,,,,,,,,
salt,domestic eggs,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
candy,specialty fat,,,,,,,,,
yogurt,berries,,,,,,,,,
other vegetables,chewing gum,soft cheese,,,,,,,,
beef,spread cheese,misc. beverages,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
newspapers,dishes,,,,,,,,,
pastry,detergent,dishes,,,,,,,,
grapes,rolls/buns,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
Instant food products,yogurt,,,,,,,,,
newspapers,canned beer,,,,,,,,,
candy,pastry,napkins,,,,,,,,
specialty chocolate,herbs,,,,,,,,,
pork,salty snack,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
brown bread,whole milk,,,,,,,,,
dessert,fruit/vegetable juice,napkins,,,,,,,,
chicken,herbs,,,,,,,,,
root vegetables,soda,,,,,,,,,
root vegetables,specialty cheese,curd,,,,,,,,
margarine,other vegetables,,,,,,,,,
meat,semi-finished bread,,,,,,,,,
beverages,long life bakery product,hygiene articles,,,,,,,,
hygiene articles,frozen dessert,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
pip fruit,white wine,sweet spreads,,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,
light bulbs,pastry,domestic eggs,,,,,,,,
spices,soda,,,,,,,,,
bottled beer,specialty bar,baking powder,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
bottled water,frankfurter,tropical fruit,liquor,specialty chocolate,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
sausage,dessert,,,,,,,,,
pastry,baking powder,,,,,,,,,
liver loaf,chicken,rolls/buns,spread cheese,shopping bags,,,,,,
sugar,brown bread,,,,,,,,,
pork,cake bar,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whipped/sour cream,shopping bags,rolls/buns,,,,,,,,
pastry,whole milk,,,,,,,,,
napkins,other vegetables,pot plants,,,,,,,,
yogurt,shopping bags,,,,,,,,,
meat,beef,whole milk,other vegetables,grapes,whipped/sour cream,coffee,whole milk,,,
salty snack,butter,,,,,,,,,
bottled water,other vegetables,vinegar,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
butter,specialty bar,,,,,,,,,
yogurt,sparkling wine,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
berries,frozen meals,,,,,,,,,
white bread,dog food,potato products,,,,,,,,
tropical fruit,soda,,,,,,,,,
brandy,domestic eggs,,,,,,,,,
whole milk,canned beer,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
root vegetables,butter,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,,
fruit/vegetable juice,citrus fruit,pastry,tropical fruit,margarine,,,,,,
whole milk,margarine,dessert,,,,,,,,
whole milk,bottled beer,,,,,,,,,
bottled beer,brown bread,whole milk,misc. beverages,,,,,,,
margarine,soda,whole milk,house keeping products,cling film/bags,bottled water,chocolate,frozen vegetables,,,
sausage,hard cheese,bottled beer,,,,,,,,
soda,curd,,,,,,,,,
bottled water,ice cream,,,,,,,,,
brown bread,oil,,,,,,,,,
packaged fruit/vegetables,bottled water,pork,domestic eggs,,,,,,,
soda,napkins,,,,,,,,,
baking powder,beef,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
soda,beverages,fruit/vegetable juice,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
canned beer,cereals,,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
citrus fruit,pastry,newspapers,chewing gum,,,,,,,
pip fruit,margarine,,,,,,,,,
pork,yogurt,margarine,,,,,,,,
bottled beer,whole milk,salty snack,other vegetables,,,,,,,
whole milk,candy,,,,,,,,,
other vegetables,canned vegetables,canned beer,,,,,,,,
cake bar,butter,,,,,,,,,
coffee,bottled water,chocolate,,,,,,,,
citrus fruit,rolls/buns,canned fish,,,,,,,,
white bread,whole milk,white bread,whole milk,newspapers,rolls/buns,canned beer,whole milk,,,
root vegetables,rolls/buns,salty snack,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
chicken,frozen vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
white wine,whole milk,,,,,,,,,
kitchen towels,margarine,,,,,,,,,
cream cheese ,pickled vegetables,,,,,,,,,
misc. beverages,hard cheese,herbs,sugar,,,,,,,
pip fruit,root vegetables,,,,,,,,,
soda,chewing gum,rolls/buns,flour,,,,,,,
soda,snack products,whole milk,,,,,,,,
whole milk,yogurt,,,,,,,,,
onions,shopping bags,seasonal products,,,,,,,,
canned vegetables,white bread,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
margarine,root vegetables,,,,,,,,,
yogurt,whole milk,,,,,,,,,
herbs,canned beer,,,,,,,,,
oil,curd,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
sausage,shopping bags,,,,,,,,,
root vegetables,mayonnaise,,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,root vegetables,,,,,,,
whole milk,hygiene articles,,,,,,,,,
frankfurter,red/blush wine,rolls/buns,,,,,,,,
beef,whole milk,detergent,,,,,,,,
onions,pork,rolls/buns,vinegar,,,,,,,
other vegetables,shopping bags,,,,,,,,,
sausage,sugar,,,,,,,,,
pork,other vegetables,,,,,,,,,
sugar,spread cheese,,,,,,,,,
frankfurter,sausage,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
whole milk,condensed milk,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
liquor (appetizer),tropical fruit,,,,,,,,,
bathroom cleaner,beverages,,,,,,,,,
cream cheese ,butter milk,,,,,,,,,
photo/film,frozen potato products,,,,,,,,,
pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
bottled water,soda,margarine,candy,,,,,,,
frozen meals,brown bread,other vegetables,curd cheese,,,,,,,
margarine,rolls/buns,seasonal products,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
soda,canned beer,white bread,berries,,,,,,,
meat,margarine,,,,,,,,,
pastry,shopping bags,,,,,,,,,
pork,whole milk,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
tropical fruit,soda,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
pickled vegetables,frozen vegetables,,,,,,,,,
sausage,spread cheese,specialty bar,soda,,,,,,,
chicken,brown bread,soda,,,,,,,,
newspapers,beef,,,,,,,,,
waffles,chocolate,,,,,,,,,
soda,margarine,soda,,,,,,,,
pork,specialty cheese,,,,,,,,,
beverages,other vegetables,root vegetables,,,,,,,,
pip fruit,candy,,,,,,,,,
dishes,salty snack,,,,,,,,,
onions,soda,,,,,,,,,
pastry,brandy,soda,,,,,,,,
frankfurter,pork,tropical fruit,pastry,,,,,,,
UHT-milk,cling film/bags,,,,,,,,,
fruit/vegetable juice,waffles,tropical fruit,domestic eggs,liquor (appetizer),dessert,,,,,
beef,whole milk,fruit/vegetable juice,hygiene articles,,,,,,,
chocolate,ice cream,,,,,,,,,
curd,whole milk,pastry,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
soda,yogurt,,,,,,,,,
pork,spread cheese,,,,,,,,,
pork,liver loaf,canned beer,whole milk,,,,,,,
butter,bottled water,bottled water,,,,,,,,
pork,whole milk,domestic eggs,sweet spreads,,,,,,,
